Title;Year;Genre;Award Amount;Box Office;Budget;Time (mins);Reviews;Number of Reviews
Motel;2007; Thriller ;0;35300645;19000000;85;[1.0, 1.0, 5.0, 9.0, 18.0, 29.0, 24.0, 9.0, 2.0, 3.0];20321
Marnie. Przyjaciółka ze snów;2014; Dramat ;0;35223137;-;105;[0.2, 0.1, 0.6, 1.0, 4.0, 12.0, 31.0, 32.0, 13.0, 6.0];10162
Smaki miłości;2007; Melodramat ;0;5741608;-;102;[0.7, 0.4, 1.0, 4.0, 9.0, 18.0, 33.0, 23.0, 7.0, 4.0];10895
Just Dance - Tylko taniec!;2008; Melodramat ;0;-;-;90;[3.0, 3.0, 7.0, 11.0, 19.0, 23.0, 18.0, 9.0, 3.0, 5.0];21786
Czarny motyl;2017; Thriller ;0;-;-;94;[0.3, 0.3, 2.0, 3.0, 11.0, 28.0, 35.0, 16.0, 4.0, 1.0];5001
Belle;2013; Melodramat ;0;16505460;10900000;105;[0.2, 0.1, 0.7, 2.0, 6.0, 18.0, 36.0, 26.0, 8.0, 3.0];10413
Jasne błękitne okna;2006; Melodramat ;0;-;-;95;[1.0, 0.7, 2.0, 4.0, 8.0, 16.0, 30.0, 24.0, 8.0, 5.0];13980
Oczy węża;1998; Thriller ;0;103891409;73000000;99;[0.2, 0.3, 1.0, 3.0, 10.0, 26.0, 38.0, 16.0, 3.0, 2.0];17684
Trzynastu;2022; Dramat ;0;-;-;149;[0.1, 0.1, 0.1, 0.5, 2.0, 9.0, 35.0, 41.0, 10.0, 2.0];11121
Piotruś Pan;2003; Familijny ;5;121975011;100000000;113;[0.4, 0.4, 1.0, 3.0, 8.0, 19.0, 32.0, 22.0, 7.0, 7.0];18399
Pudłaki;2014; Animacja ;25;108255770;60000000;96;[0.6, 0.5, 2.0, 4.0, 10.0, 23.0, 32.0, 19.0, 6.0, 3.0];12085
Bękarty diabła;2005; Horror ;0;19390029;7000000;109;[3.0, 3.0, 5.0, 6.0, 12.0, 20.0, 24.0, 15.0, 6.0, 5.0];15181
Och, Karol;1985; Erotyczny ;0;-;-;94;[1.0, 1.0, 3.0, 5.0, 12.0, 26.0, 30.0, 15.0, 4.0, 4.0];21830
Fałszywa dwunastka II;2005; Familijny ;0;129181830;60000000;94;[0.6, 0.6, 2.0, 4.0, 10.0, 24.0, 32.0, 17.0, 5.0, 6.0];22211
Wyznania;2010; Thriller ;0;45203103;-;106;[1.0, 1.0, 2.0, 3.0, 5.0, 11.0, 20.0, 30.0, 18.0, 9.0];6500
Facet z ogłoszenia;2005; Komedia rom. ;0;58405313;30000000;98;[0.5, 0.6, 2.0, 6.0, 15.0, 32.0, 29.0, 10.0, 2.0, 3.0];19923
Trzynastu;2022; Dramat ;0;-;-;149;[0.1, 0.1, 0.1, 0.5, 2.0, 9.0, 35.0, 41.0, 10.0, 2.0];11121
Ruchomy chaos;2021; Przygodowy ;0;26456630;100000000;109;[0.9, 2.0, 7.0, 12.0, 27.0, 29.0, 15.0, 4.0, 0.8, 2.0];9165
XXY;2007; Dramat ;6;2728869;-;86;[0.8, 0.5, 2.0, 3.0, 6.0, 14.0, 31.0, 29.0, 10.0, 4.0];11835
Zombiebobry;2014; Horror ;0;-;-;85;[12.0, 14.0, 15.0, 15.0, 12.0, 13.0, 8.0, 4.0, 2.0, 5.0];15024
Szalona odwaga;1996; Dramat ;0;100860818;46000000;117;[0.2, 0.2, 0.9, 2.0, 7.0, 22.0, 43.0, 20.0, 3.0, 2.0];15299
Scenariusz na miłość;2014; Komedia rom. ;0;-;-;106;[0.7, 1.0, 6.0, 12.0, 27.0, 32.0, 16.0, 4.0, 0.8, 0.6];10865
W kręgu zła;1970; Kryminał ;0;369970;-;140;[0.8, 0.6, 1.0, 2.0, 4.0, 10.0, 25.0, 34.0, 15.0, 7.0];5849
Super Mario Bros. Film;2023; Animacja ;0;1362034072;100000000;92;[0.2, 0.3, 1.0, 4.0, 12.0, 27.0, 33.0, 15.0, 4.0, 3.0];17672
Dzikie róże;2017; Dramat ;0;-;-;90;[3.0, 1.0, 4.0, 6.0, 13.0, 23.0, 27.0, 14.0, 4.0, 5.0];7158
Peacemaker;1997; Sensacyjny ;0;110463140;50000000;124;[0.3, 0.4, 2.0, 4.0, 14.0, 31.0, 33.0, 11.0, 2.0, 2.0];21506
Legenda Kaspara Hausera;2012; Surrealistyczny ;0;-;-;95;[2.0, 2.0, 3.0, 3.0, 5.0, 11.0, 24.0, 28.0, 15.0, 8.0];4510
Wyprawa Kon-Tiki;2012; Dramat ;13;22842887;16600000;118;[0.2, 0.3, 1.0, 2.0, 7.0, 22.0, 40.0, 21.0, 5.0, 2.0];10386
Tytuł do praw;2015; Biograficzny ;0;-;-;103;[0.8, 0.5, 1.0, 2.0, 8.0, 20.0, 34.0, 22.0, 7.0, 5.0];6162
Sami swoi. Początek;2024; Komedia obycz. ;0;4433525;-;118;[3.0, 2.0, 6.0, 9.0, 19.0, 26.0, 21.0, 9.0, 3.0, 3.0];17149
Lamb;2021; Dramat ;20;3186533;-;106;[1.0, 1.0, 4.0, 7.0, 18.0, 30.0, 26.0, 10.0, 2.0, 1.0];9371
Argylle - Tajny szpieg;2024; Akcja ;0;96213879;200000000;139;[2.0, 4.0, 11.0, 14.0, 24.0, 23.0, 13.0, 5.0, 1.0, 2.0];10046
Czerwona pustynia;1964; Dramat ;2;-;-;120;[0.8, 0.4, 2.0, 2.0, 6.0, 12.0, 25.0, 31.0, 14.0, 6.0];5083
Get Rich or Die Tryin';2005; Dramat ;4;46442528;40000000;117;[1.0, 0.6, 2.0, 3.0, 7.0, 16.0, 30.0, 26.0, 8.0, 7.0];4059
Szamanka;1996; Dramat ;0;-;-;110;[16.0, 12.0, 16.0, 12.0, 13.0, 11.0, 9.0, 6.0, 3.0, 2.0];11825
Formuła;2001; Komedia ;0;14439698;27000000;92;[0.3, 0.5, 1.0, 3.0, 9.0, 21.0, 36.0, 19.0, 6.0, 3.0];20776
4. piętro;2003; Dramat ;0;-;-;101;[0.6, 0.3, 0.7, 1.0, 3.0, 8.0, 23.0, 39.0, 17.0, 7.0];9567
Na samą myśl o Tobie;2024; Melodramat ;0;-;-;115;[2.0, 2.0, 5.0, 9.0, 20.0, 29.0, 18.0, 7.0, 2.0, 4.0];16508
Pukając do nieba bram;1997; Dramat ;0;-;-;87;[0.6, 0.5, 1.0, 2.0, 5.0, 11.0, 24.0, 31.0, 14.0, 11.0];7039
Wskrzeszenie mistrza;2007; Dramat ;0;3242427;13000000;114;[0.1, 0.1, 0.5, 1.0, 5.0, 18.0, 39.0, 27.0, 6.0, 3.0];10947
Księga Diny;2002; Dramat ;12;-;-;125;[1.0, 0.8, 2.0, 3.0, 7.0, 14.0, 27.0, 28.0, 11.0, 6.0];9661
Konformista;1970; Dramat ;10;-;-;115;[0.5, 0.3, 1.0, 1.0, 5.0, 11.0, 29.0, 33.0, 14.0, 5.0];4417
Piekielna głębia;1999; Thriller ;0;164648142;60000000;105;[1.0, 2.0, 6.0, 10.0, 20.0, 28.0, 21.0, 8.0, 2.0, 2.0];23503
I żyli długo i szczęśliwie;2004; Dramat ;0;6204504;-;100;[0.9, 0.4, 2.0, 3.0, 9.0, 21.0, 33.0, 21.0, 5.0, 5.0];3142
Power;2020; Thriller ;0;-;-;111;[0.5, 1.0, 5.0, 11.0, 26.0, 33.0, 16.0, 5.0, 0.8, 0.6];22172
City Island;2009; Dramat ;0;7875862;6000000;100;[0.3, 0.1, 0.6, 1.0, 4.0, 15.0, 36.0, 32.0, 8.0, 2.0];12563
48 godzin;1982; Komedia ;0;78868508;-;96;[0.2, 0.1, 0.6, 2.0, 6.0, 19.0, 42.0, 23.0, 5.0, 3.0];19614
Dungeon Siege: W imię króla;2007; Fantasy ;5;13097915;60000000;127;[6.0, 8.0, 15.0, 16.0, 21.0, 16.0, 10.0, 5.0, 2.0, 3.0];18810
Tajna agentka;2012; Komedia ;0;-;-;94;[1.0, 2.0, 5.0, 9.0, 17.0, 25.0, 21.0, 11.0, 4.0, 4.0];3190
Niedosyt;2019; Dramat ;0;-;-;94;[0.4, 0.6, 2.0, 3.0, 9.0, 24.0, 37.0, 19.0, 3.0, 1.0];7649
Pan Lazhar;2011; Dramat ;0;6581915;-;94;[0.2, 0.1, 1.0, 2.0, 6.0, 18.0, 41.0, 26.0, 5.0, 1.0];7618
Smerfy: Poszukiwacze zaginionej wioski;2017; Animacja ;0;197183546;60000000;89;[0.4, 0.4, 2.0, 4.0, 12.0, 29.0, 32.0, 14.0, 4.0, 3.0];16611
Magical Girl;2014; Dramat ;11;-;-;127;[0.4, 0.4, 2.0, 2.0, 6.0, 14.0, 32.0, 31.0, 10.0, 2.0];5896
Sissi;1955; Kostiumowy ;0;-;-;105;[0.5, 0.3, 0.9, 2.0, 5.0, 13.0, 28.0, 29.0, 11.0, 11.0];16739
Zaklęta w sokoła;1985; Fantasy ;10;18432000;20000000;121;[0.2, 0.3, 1.0, 2.0, 7.0, 18.0, 37.0, 23.0, 6.0, 4.0];15148
Trop;1985; Thriller ;0;14643997;15000000;97;[0.3, 0.2, 0.8, 2.0, 5.0, 15.0, 31.0, 30.0, 11.0, 6.0];8251
Wiecznie młody;1992; Romans ;0;127956187;-;102;[0.2, 0.2, 0.7, 3.0, 8.0, 24.0, 40.0, 18.0, 4.0, 2.0];18558
Ale czad!;2009; Komedia ;0;18599102;20000000;90;[1.0, 1.0, 4.0, 7.0, 15.0, 26.0, 26.0, 12.0, 4.0, 4.0];20038
"Grupa ""Wschód""";2013; Thriller ;0;2891812;6500000;116;[0.5, 0.5, 2.0, 4.0, 11.0, 27.0, 34.0, 16.0, 4.0, 1.0];10891
Przygody Kubusia Puchatka;1977; Animacja ;0;-;-;74;[0.6, 0.4, 0.6, 1.0, 3.0, 8.0, 24.0, 35.0, 15.0, 12.0];20903
Księżniczka na lodzie;2005; Familijny ;0;27645491;-;98;[0.9, 1.0, 4.0, 8.0, 17.0, 27.0, 23.0, 11.0, 3.0, 5.0];22089
Krwawe walentynki;2009; Horror ;0;100734718;15000000;101;[4.0, 5.0, 11.0, 14.0, 20.0, 19.0, 14.0, 6.0, 2.0, 5.0];19397
Piramida;2014; Horror ;0;15423186;-;89;[4.0, 8.0, 19.0, 21.0, 21.0, 15.0, 7.0, 3.0, 0.8, 0.7];16119
Bobby;2006; Dramat ;0;20704591;14000000;120;[0.5, 0.6, 2.0, 3.0, 10.0, 22.0, 34.0, 20.0, 5.0, 3.0];5317
Tekken;2010; Sztuki walki ;0;-;-;92;[3.0, 4.0, 9.0, 12.0, 18.0, 21.0, 18.0, 9.0, 3.0, 3.0];19421
Zakochany głupiec;2008; Dramat obyczajowy ;0;1115273;-;110;[0.4, 0.4, 2.0, 3.0, 10.0, 20.0, 32.0, 22.0, 7.0, 3.0];7558
Wątpliwości;2012; Melodramat ;0;2801166;-;112;[6.0, 6.0, 18.0, 13.0, 17.0, 15.0, 12.0, 7.0, 3.0, 2.0];4208
Wesele w Sorrento;2012; Komedia rom. ;9;16722143;-;116;[0.5, 0.8, 3.0, 6.0, 16.0, 31.0, 28.0, 11.0, 2.0, 1.0];14898
Troje na gigancie;2014; Dramat ;0;-;-;100;[0.2, 0.2, 0.8, 2.0, 6.0, 19.0, 36.0, 26.0, 8.0, 3.0];6027
33;2015; Katastroficzny ;0;27972023;26000000;127;[0.2, 0.2, 0.7, 2.0, 7.0, 25.0, 37.0, 21.0, 5.0, 2.0];5941
Notorious;2009; Biograficzny ;0;44371751;20000000;123;[0.7, 0.3, 1.0, 2.0, 5.0, 13.0, 32.0, 30.0, 11.0, 5.0];13724
Pech to nie grzech;2018; Komedia rom. ;0;-;-;82;[10.0, 10.0, 15.0, 16.0, 19.0, 15.0, 8.0, 4.0, 1.0, 2.0];20545
Dziewczyny;2014; Melodramat ;0;-;-;111;[1.0, 1.0, 5.0, 7.0, 16.0, 24.0, 25.0, 14.0, 5.0, 3.0];3921
Kruk;2024; Horror ;0;23999106;50000000;111;[4.0, 7.0, 15.0, 15.0, 19.0, 19.0, 11.0, 5.0, 3.0, 3.0];5712
Elena;2011; Dramat ;0;-;-;109;[0.2, 0.4, 1.0, 2.0, 8.0, 18.0, 37.0, 26.0, 6.0, 1.0];7540
Lalka;1968; Kostiumowy ;0;-;-;151;[1.0, 1.0, 3.0, 5.0, 13.0, 23.0, 27.0, 17.0, 6.0, 5.0];15228
Inny świat;2012; Dokumentalny ;0;-;-;97;[0.4, 0.2, 0.3, 0.5, 1.0, 5.0, 16.0, 38.0, 26.0, 12.0];5215
Cicha dziewczyna;2022; Dramat ;28;6777774;-;94;[0.2, 0.1, 0.5, 1.0, 4.0, 14.0, 36.0, 33.0, 9.0, 2.0];7861
Metoda;2005; Dramat ;5;3470651;3000000;115;[0.9, 0.5, 1.0, 2.0, 6.0, 15.0, 30.0, 29.0, 10.0, 5.0];7040
Bierz forsę i w nogi;1969; Komedia ;0;-;-;85;[0.9, 0.3, 0.9, 2.0, 4.0, 11.0, 28.0, 31.0, 13.0, 9.0];10571
Beats of Freedom - Zew wolności;2010; Dokumentalny ;0;-;-;75;[0.5, 0.2, 0.7, 2.0, 5.0, 14.0, 35.0, 31.0, 8.0, 3.0];13562
Włatcy móch. Ćmoki, Czopki i Mondzioły;2009; Komedia ;0;-;-;97;[8.0, 4.0, 8.0, 11.0, 17.0, 20.0, 17.0, 8.0, 3.0, 5.0];22031
Nigdy nie mów żegnaj;2006; Melodramat ;22;25229168;-;193;[2.0, 0.7, 2.0, 2.0, 5.0, 10.0, 20.0, 24.0, 14.0, 20.0];12280
Asterix w Brytanii;1986; Animacja ;0;-;-;79;[0.2, 0.1, 0.5, 1.0, 4.0, 14.0, 34.0, 31.0, 9.0, 6.0];23498
Kaligula;1979; Dramat historyczny ;0;23438120;17500000;156;[2.0, 2.0, 6.0, 8.0, 17.0, 23.0, 22.0, 13.0, 4.0, 3.0];7490
Benedetta;2021; Biograficzny ;0;4265353;-;127;[2.0, 1.0, 4.0, 6.0, 14.0, 27.0, 30.0, 12.0, 2.0, 1.0];7682
Pan Peabody i Sherman;2014; Animacja ;0;272912430;145000000;92;[0.4, 0.4, 1.0, 3.0, 9.0, 22.0, 36.0, 21.0, 5.0, 3.0];17469
Bracia przyrodni;2008; Komedia ;0;128107642;65000000;98;[2.0, 2.0, 5.0, 7.0, 15.0, 26.0, 24.0, 13.0, 4.0, 2.0];18292
Gunman: Odkupienie;2015; Thriller ;0;20610477;40000000;115;[0.4, 1.0, 5.0, 9.0, 22.0, 32.0, 22.0, 6.0, 1.0, 0.8];11684
A Silent Voice;2016; Dramat ;0;30504476;-;130;[0.6, 0.2, 0.6, 0.8, 2.0, 6.0, 17.0, 31.0, 25.0, 17.0];12010
Rok diabła;2002; Komedia ;13;-;-;88;[0.7, 0.5, 1.0, 1.0, 4.0, 10.0, 23.0, 32.0, 18.0, 10.0];7543
Motocykliści;2023; Dramat ;0;35971794;40000000;116;[0.5, 0.5, 2.0, 5.0, 19.0, 34.0, 27.0, 8.0, 1.0, 0.8];6187
Kokainowy Rick;2018; Dramat ;0;25957482;29000000;110;[0.2, 0.2, 2.0, 4.0, 16.0, 36.0, 31.0, 8.0, 1.0, 1.0];13087
Ta nasza młodość;2014; Dramat ;0;15789260;10000000;94;[0.5, 1.0, 5.0, 10.0, 25.0, 31.0, 20.0, 6.0, 1.0, 0.6];7303
The Doors - historia nieopowiedziana;2009; Dokumentalny ;0;1147004;-;90;[0.2, 0.1, 0.4, 0.9, 3.0, 10.0, 30.0, 38.0, 13.0, 5.0];8296
Powrót do Brideshead;2008; Melodramat ;0;13451186;20000000;133;[0.5, 0.4, 2.0, 3.0, 10.0, 22.0, 33.0, 20.0, 5.0, 3.0];8517
Alvin i wiewiórki 3;2011; Animacja ;0;342695435;75000000;87;[2.0, 2.0, 5.0, 7.0, 15.0, 25.0, 23.0, 12.0, 4.0, 5.0];19733
Zakonnica II;2023; Horror ;0;268067073;38500000;110;[2.0, 5.0, 14.0, 18.0, 25.0, 20.0, 10.0, 4.0, 1.0, 1.0];19364
Iron Sky. Inwazja;2019; Komedia ;0;-;-;90;[4.0, 7.0, 14.0, 17.0, 21.0, 17.0, 10.0, 4.0, 2.0, 5.0];7214
Dziennik cwaniaczka;2010; Familijny ;0;76196538;15000000;94;[0.6, 0.8, 3.0, 6.0, 14.0, 28.0, 27.0, 12.0, 4.0, 6.0];16541
Fantazja;1940; Animacja ;0;76408097;2280000;124;[0.4, 0.3, 1.0, 2.0, 4.0, 9.0, 23.0, 33.0, 16.0, 11.0];7652
1800 gramów;2019; Dramat obyczajowy ;0;-;-;100;[0.7, 1.0, 3.0, 6.0, 14.0, 26.0, 28.0, 14.0, 4.0, 4.0];14790
Kinematograf;2009; Animacja ;0;-;-;12;[0.4, 0.2, 0.5, 1.0, 4.0, 11.0, 27.0, 36.0, 14.0, 5.0];13130
Susza;2020; Kryminał ;12;17392594;-;115;[0.2, 0.1, 0.8, 2.0, 8.0, 28.0, 43.0, 16.0, 2.0, 0.8];15191
Dziewczyny z kalendarza;2003; Komedia obycz. ;0;96542059;10000000;108;[0.9, 0.8, 0.8, 2.0, 6.0, 19.0, 37.0, 24.0, 6.0, 3.0];18243
W firmie;2010; Dramat ;0;4882577;15000000;109;[0.2, 0.2, 1.0, 3.0, 9.0, 26.0, 39.0, 17.0, 3.0, 1.0];5647
Tajemnice Manhattanu;2016; Kryminał ;0;-;-;113;[0.7, 1.0, 4.0, 6.0, 17.0, 30.0, 28.0, 10.0, 2.0, 0.8];8625
I Don't Feel at Home in This World Anymore;2017; Dramat ;0;-;-;93;[0.3, 0.5, 2.0, 4.0, 12.0, 30.0, 35.0, 13.0, 2.0, 0.5];14362
Wulkan;1997; Katastroficzny ;0;122823468;90000000;104;[0.7, 1.0, 5.0, 9.0, 20.0, 31.0, 22.0, 8.0, 2.0, 2.0];23985
Wróg publiczny numer jeden, część 1;2008; Biograficzny ;9;31055440;-;110;[0.2, 0.1, 0.5, 1.0, 4.0, 11.0, 32.0, 37.0, 11.0, 4.0];9771
Cashback;2006; Dramat ;0;2294291;-;102;[0.4, 0.8, 2.0, 3.0, 9.0, 18.0, 31.0, 24.0, 8.0, 4.0];8158
Ostatnie wakacje;2006; Dramat ;0;43451846;45000000;112;[0.4, 0.4, 1.0, 2.0, 7.0, 21.0, 35.0, 21.0, 7.0, 5.0];3647
Szczęki 2;1978; Thriller ;0;187884007;20000000;116;[0.5, 0.8, 3.0, 6.0, 16.0, 31.0, 29.0, 10.0, 2.0, 2.0];24054
Warsaw by Night;2014; Dramat ;0;-;-;97;[4.0, 6.0, 16.0, 17.0, 22.0, 19.0, 10.0, 4.0, 0.9, 0.9];12654
Biegnij!;2020; Thriller ;0;5184368;-;90;[0.2, 0.4, 2.0, 4.0, 13.0, 34.0, 33.0, 11.0, 2.0, 0.7];12591
Riwiera dla dwojga;2013; Komedia ;0;4788717;-;95;[0.4, 0.8, 3.0, 6.0, 15.0, 28.0, 19.0, 7.0, 3.0, 17.0];15521
Wysokie obcasy;1991; Dramat ;7;1710057;-;112;[0.4, 0.2, 0.8, 1.0, 4.0, 12.0, 32.0, 33.0, 10.0, 6.0];7988
Valmont;1989; Kostiumowy ;6;1132112;33000000;135;[0.2, 0.2, 0.9, 1.0, 5.0, 14.0, 34.0, 30.0, 8.0, 6.0];8514
The Host: Potwór;2006; Dramat ;0;89431890;-;119;[2.0, 2.0, 5.0, 7.0, 14.0, 24.0, 26.0, 13.0, 4.0, 3.0];10657
Nell;1994; Dramat obyczajowy ;8;106683817;-;113;[0.3, 0.2, 0.8, 1.0, 5.0, 14.0, 30.0, 32.0, 11.0, 5.0];9292
Wszystko stracone;2013; Dramat ;23;13627519;9000000;106;[1.0, 1.0, 5.0, 6.0, 14.0, 26.0, 28.0, 14.0, 4.0, 1.0];10744
Validation;2007; Komedia rom. ;0;-;-;16;[0.3, 0.1, 0.5, 1.0, 3.0, 8.0, 22.0, 36.0, 22.0, 7.0];10344
Dwunastu odważnych;2018; Dramat ;0;67450815;35000000;130;[0.4, 0.4, 2.0, 5.0, 14.0, 29.0, 32.0, 12.0, 3.0, 2.0];5195
Zabawy z bronią;2002; Dokumentalny ;19;58008423;4000000;120;[1.0, 0.6, 1.0, 2.0, 5.0, 12.0, 30.0, 33.0, 10.0, 5.0];11432
Miasto cienia;2008; Familijny ;0;17929684;55000000;95;[0.5, 0.4, 2.0, 5.0, 14.0, 29.0, 30.0, 12.0, 3.0, 4.0];4313
Zaćma;2016; Biograficzny ;0;-;-;109;[1.0, 2.0, 6.0, 10.0, 23.0, 26.0, 20.0, 9.0, 3.0, 1.0];8649
Ninja zabójca;2009; Akcja ;0;61601280;40000000;99;[1.0, 2.0, 4.0, 7.0, 14.0, 23.0, 27.0, 14.0, 5.0, 5.0];18297
Walka: Życie i zaginiona twórczość Stanisława Szukalskiego;2018; Biograficzny ;0;-;-;115;[0.1, 0.1, 0.2, 0.4, 1.0, 4.0, 21.0, 47.0, 22.0, 5.0];11434
Geograf przepił globus;2013; Dramat ;0;-;-;120;[0.2, 0.2, 0.6, 1.0, 4.0, 14.0, 34.0, 34.0, 10.0, 3.0];8119
Prześladowca;2001; Thriller ;0;36642838;23000000;97;[0.4, 0.6, 2.0, 4.0, 10.0, 22.0, 34.0, 18.0, 5.0, 4.0];16167
Asteriks i Obeliks. Tajemnica magicznego wywaru;2018; Animacja ;0;47597659;-;85;[0.5, 0.2, 0.6, 2.0, 6.0, 22.0, 39.0, 22.0, 5.0, 3.0];15634
Metro;2012; Katastroficzny ;0;-;-;132;[0.6, 1.0, 3.0, 6.0, 13.0, 26.0, 29.0, 15.0, 4.0, 2.0];15330
Poznajmy się jeszcze raz;2019; Dramat ;13;14332325;-;110;[0.3, 0.2, 0.9, 2.0, 6.0, 20.0, 37.0, 24.0, 7.0, 2.0];7231
Wystarczy być;1979; Dramat ;24;30178926;-;130;[0.5, 0.4, 1.0, 2.0, 4.0, 11.0, 25.0, 34.0, 15.0, 7.0];6353
Pat Garrett i Billy Kid;1973; Western ;0;-;-;122;[0.7, 0.5, 1.0, 2.0, 4.0, 11.0, 24.0, 31.0, 15.0, 10.0];9608
Człowiek, który wiedział za dużo;1956; Thriller ;6;10250000;2500000;120;[0.7, 0.2, 0.8, 2.0, 7.0, 17.0, 37.0, 26.0, 6.0, 4.0];8653
Ostateczna operacja;2018; Biograficzny ;0;17612099;24000000;122;[0.3, 0.1, 0.9, 2.0, 10.0, 32.0, 40.0, 12.0, 2.0, 0.8];15621
Willy Wonka i fabryka czekolady;1971; Familijny ;0;4000000;3000000;100;[0.4, 0.3, 0.8, 2.0, 6.0, 17.0, 35.0, 26.0, 7.0, 4.0];12349
Ładunek;2017; Thriller ;0;-;-;105;[0.5, 0.8, 4.0, 7.0, 19.0, 31.0, 26.0, 9.0, 2.0, 0.8];16047
Fresh;2022; Horror ;0;-;-;117;[0.4, 0.3, 1.0, 3.0, 8.0, 29.0, 40.0, 14.0, 2.0, 1.0];12522
Maszyna;2013; Thriller ;0;-;-;92;[0.8, 1.0, 5.0, 8.0, 17.0, 27.0, 24.0, 12.0, 4.0, 1.0];12714
Cube Zero;2004; Thriller ;0;-;-;97;[2.0, 3.0, 8.0, 11.0, 20.0, 24.0, 18.0, 8.0, 3.0, 3.0];20706
Sprawa honoru;1999; Dramat ;0;149705852;95000000;116;[0.1, 0.1, 0.5, 1.0, 5.0, 17.0, 42.0, 27.0, 5.0, 2.0];17521
Kobieta, która pragnęła mężczyzny;2010; Dramat ;0;-;-;100;[3.0, 4.0, 12.0, 13.0, 24.0, 20.0, 15.0, 7.0, 2.0, 1.0];9330
Wakacje Mikołajka;2014; Familijny ;0;-;-;97;[0.5, 0.5, 2.0, 4.0, 12.0, 29.0, 32.0, 14.0, 3.0, 2.0];16152
Żywot Mateusza;1967; Dramat ;3;-;-;76;[0.3, 0.3, 0.7, 1.0, 4.0, 8.0, 23.0, 32.0, 21.0, 9.0];7948
Matka i dziecko;2009; Melodramat ;0;4980736;7000000;125;[0.3, 0.2, 0.7, 1.0, 4.0, 12.0, 31.0, 36.0, 11.0, 4.0];7404
9;2005; Sci-Fi ;0;-;-;11;[0.3, 0.2, 0.8, 2.0, 4.0, 12.0, 30.0, 34.0, 12.0, 4.0];16263
Austin Powers: Agent specjalnej troski;1997; Komedia ;7;67683989;16500000;95;[4.0, 3.0, 7.0, 9.0, 17.0, 25.0, 20.0, 10.0, 3.0, 2.0];21521
Tropiciel;2007; Przygodowy ;0;30822861;45000000;100;[1.0, 2.0, 5.0, 9.0, 16.0, 25.0, 24.0, 11.0, 3.0, 3.0];3383
Szarlatan;2020; Dramat ;28;2474590;-;118;[6.0, 0.5, 1.0, 2.0, 9.0, 25.0, 35.0, 16.0, 3.0, 1.0];10620
Szarlatan;2020; Dramat ;28;2474590;-;118;[6.0, 0.5, 1.0, 2.0, 9.0, 25.0, 35.0, 16.0, 3.0, 1.0];10620
Szesnaście świeczek;1984; Dla młodzieży ;0;23686027;6500000;93;[0.6, 0.8, 2.0, 5.0, 12.0, 28.0, 31.0, 14.0, 4.0, 3.0];10154
Imperium;2016; Thriller ;0;-;-;109;[1.0, 0.6, 3.0, 6.0, 18.0, 33.0, 27.0, 9.0, 1.0, 0.8];10017
Lwie serce;1990; Dramat ;0;24271196;6000000;105;[0.7, 0.5, 1.0, 3.0, 6.0, 16.0, 30.0, 24.0, 9.0, 10.0];19661
Oblężenie Jadotville;2016; Dramat ;6;-;-;108;[0.2, 0.1, 0.7, 1.0, 5.0, 19.0, 43.0, 24.0, 5.0, 1.0];4111
Niewygodna prawda;2015; Biograficzny ;0;5383097;9600000;125;[0.4, 0.3, 2.0, 3.0, 11.0, 29.0, 34.0, 12.0, 3.0, 5.0];5779
Kochanie, zmniejszyłem dzieciaki;1989; Familijny ;7;222724172;18000000;101;[0.8, 1.0, 5.0, 10.0, 21.0, 31.0, 21.0, 7.0, 2.0, 2.0];23753
Sekta;2000; Thriller ;0;50802120;35000000;106;[0.4, 0.7, 3.0, 5.0, 12.0, 26.0, 32.0, 14.0, 4.0, 3.0];17159
65;2023; Thriller ;0;60730568;45000000;93;[2.0, 5.0, 18.0, 21.0, 26.0, 18.0, 8.0, 2.0, 0.4, 0.6];17362
Elf;2003; Familijny ;0;227356156;33000000;97;[1.0, 2.0, 6.0, 10.0, 20.0, 28.0, 20.0, 9.0, 2.0, 2.0];21971
Goście Wieczerzy Pańskiej;1963; Dramat ;0;-;-;81;[3.0, 0.2, 0.9, 1.0, 3.0, 8.0, 21.0, 34.0, 19.0, 10.0];5900
Monty Python w Hollywood;1982; Dokumentalny ;0;327958;-;77;[1.0, 0.4, 0.9, 0.9, 2.0, 6.0, 18.0, 32.0, 22.0, 16.0];5831
Miłość w Seattle;2009; Melodramat ;0;36088028;18000000;109;[0.5, 1.0, 5.0, 10.0, 23.0, 31.0, 19.0, 7.0, 2.0, 1.0];4709
W ciszy;2005; Dramat ;0;-;-;91;[0.7, 0.9, 3.0, 5.0, 12.0, 22.0, 29.0, 18.0, 6.0, 4.0];12957
Profesor i szaleniec;2019; Biograficzny ;0;4957273;25000000;124;[0.2, 0.1, 0.6, 1.0, 5.0, 16.0, 35.0, 30.0, 9.0, 3.0];9606
Głębia oceanu;1999; Dramat ;0;28121100;38000000;105;[0.3, 0.2, 0.7, 2.0, 7.0, 19.0, 39.0, 23.0, 5.0, 3.0];12257
Palimpsest;2006; Thriller ;0;-;-;87;[5.0, 2.0, 5.0, 7.0, 13.0, 22.0, 24.0, 15.0, 5.0, 3.0];11178
Synowie mafii;2001; Thriller ;0;14069721;-;91;[0.3, 0.3, 1.0, 3.0, 9.0, 21.0, 36.0, 21.0, 5.0, 5.0];14167
